STOK ID,STOK Kodu,Barkod,Ürün Adı,Kategori,Marka,Alış Fiyatı,Kar Marjı (%),Satış Fiyatı,Piyasa Fiyatı,Tedarikçi,Ofis26 Satış,HEPCAZİP Satış,Güncel Stok,Raf,Kasa,Palet
17278.0,NK-SPRT-1-10,8693245592106,Noki Seperatör 1-10 Rakamlı A4,Seperatör,Noki,,20,,,Tanımsız,0,0,77.0,75,0,0
,592052,8693245592052,Noki Seperatör 1-5 Rakamlı Plastik A4,Seperatör,Noki,,20,,,Tanımsız,0,0,74.0,B2 ZEMİN,0,0
,170000128,8693245592120,Noki Seperatör 1-12 Rakamlı Plastik A4,Seperatör,Noki,,20,,,Tanımsız,0,0,18.0,75,0,0
,5074176,8693245074176,Noki Seperatör 1-15 Rakamlı Plastik A4,Seperatör,Noki,,20,,,Tanımsız,0,0,41.0,75,0,0
,29825,4012700822307,Pelikan Keçeli Kalem Colorella 12'li Kutu,Keçeli Kalem,Pelikan,,20,,,Tanımsız,0,0,10.0,35,0,0
16875.0,FC-10,,Faber Castell Üçgen Mercanlı Kurşun Kalem 12'li Pastel,Kurşun Kalem,Faber Castell,116.65,20,139.98,,Tanımsız,0,0,,,0,0
16734.0,FC-16,,Faber Castell Minibox Duo Kalemtraş Trendy 24'lü,Kalemtraş,Faber Castell,,20,,,Tanımsız,0,0,,,0,0
,170000132,8693245592809,Noki Seperatör Aylar Plastik A4,Seperatör,Noki,,20,,,Tanımsız,0,0,12.0,75,0,0
,5265,6920583837043,Kraf Seperatör 1-5 Rakam 1005,Seperatör,Kraf,,20,,,Tanımsız,0,0,39.0,74,0,0
,5266,6920583833588,Kraf Separatör 5 Renk,Seperatör,Kraf,,20,,,Tanımsız,0,0,28.0,74,0,0
,5260,6920583833601,Kraf Seperatör 10 Renk 1010R,Seperatör,Kraf,,20,,,Tanımsız,0,0,24.0,74,0,0
,5262,6920583837067,Kraf Seperatör 1-12 Rakam 1012,Seperatör,Kraf,,20,,,Tanımsız,0,0,20.0,74,0,0
,5261,6920583837050,Kraf Seperatör 1-10 Rakam 1010,Seperatör,Kraf,,20,,,Tanımsız,0,0,15.0,74,0,0
16738.0,FC-50,2260000003000,Adel Cubies Kalemtraş 24'lü,Kalemtraş,Adel,,20,,,Tanımsız,0,0,,,0,0
16740.0,FC-49,4260685001000,Adel 685 Auto Lock Kalemtraş,Kalemtraş,Adel,,20,,,Tanımsız,0,0,,,0,0
,7227,8699433722713,Cassa Seperatör Ayraç 5 Renk,Seperatör,Cassa,,20,,,Tanımsız,0,0,4.0,73,0,0
,7229,8699433722911,Cassa Seperatör Ayraç 12 Renk,Seperatör,Cassa,,20,,,Tanımsız,0,0,4.0,73,0,0
,7221,8699433722119,Cassa Seperatör Ayraç 1-10 Rakamlar,Seperatör,Cassa,,20,,,Tanımsız,0,0,2.0,73,0,0
,7226,8699433722614,Cassa Seperatör Ayraç AYLAR,Seperatör,Cassa,,20,,,Tanımsız,0,0,2.0,73,0,0
,372000577,4902778912256,Uniball PX-20 Markör Boyama Paınt Marker 2.2-2.8 MM Beyaz,Roller Kalem,Uniball,12.43,20,14.92,,Tanımsız,0,0,12.0,51,0,0
,372000562,4902778558607,Uniball PX-21 Markör Boyama Paınt Marker 0.8-1.2 MM Beyaz,Roller Kalem,Uniball,11.93,20,14.32,,Tanımsız,0,0,12.0,51,0,0
17229.0,RK4001-UNI-KRMZ,4902778913789,Uniball UB-150 Roller Kalem Eye Micro Bilye Uç 0.5 MM Kırmızı,Roller Kalem,Uniball,242.62,20,291.14,,Tanımsız,0,0,30.0,57,0,0
17224.0,RK4000-UNI,4902778913772,Uniball UB-150 Roller Kalem Eye Micro Bilye Uç 0.5 MM Mavi,Roller Kalem,Uniball,7.46,20,8.95,,Tanımsız,0,0,21.0,57,0,0
17245.0,RK4001-UNI,4902778913765,Uniball UB-150 Roller Kalem Eye Micro Bilye Uç 0.5 MM Siyah,Roller Kalem,Uniball,7.46,20,8.95,,Tanımsız,0,0,3.0,57,0,0
17244.0,RK4000-UNI-YSL,4902778597378,Uniball UB-150 Roller Kalem Eye Micro Bilye Uç 0.5 MM Yeşil,Roller Kalem,Uniball,242.62,20,291.14,,Tanımsız,0,0,17.0,57,0,0
17232.0,UB-150-ACM,4902778246962,Uniball UB-150-10 Roller Kalem Eye Fine Bilye Uç 1.0 MM Mavi,Roller Kalem,Uniball,7.46,20,8.95,,Tanımsız,0,0,10.0,57,0,0
,,8695202092070,Uniball UB-157 EYE Fine 0.7 Roller Kalem 5'Li Set,Roller Kalem,Uniball,,20,,,Tanımsız,0,0,1.0,57,0,0
17242.0,RK4002-UNI,4902778913963,Uniball UB-157 Roller Kalem Eye Fine Bilye Uç 0.7 MM Kırmızı,Roller Kalem,Uniball,7.46,20,8.95,,Tanımsız,0,0,15.0,57,0,0
17208.0,RK4003-UNI,4902778913956,Uniball UB-157 Roller Kalem Eye Fine Bilye Uç 0.7 MM Mavi,Roller Kalem,Uniball,7.46,20,8.95,,Tanımsız,0,0,70.0,57,0,0
17236.0,RK4004-UNI,4902778913949,Uniball UB-157 Roller Kalem Eye Fine Bilye Uç 0.7 MM Siyah,Roller Kalem,Uniball,6.86,20,8.23,,Tanımsız,0,0,23.0,57,0,0
16742.0,SF3116-UMR,8690345313556,Umur Kantar FİŞİ 6x17cm 2/n 1000lİ Renklİ SÜreklİ,Kantar Fişi,Umur,,20,,,Tanımsız,0,0,,,0,0
,,8681241188546,Faber Castell Üçgen Mercanlı Kurşun Kalem 12'li - Kırmızı,Kurşun Kalem,Faber Castell,,20,,,Tanımsız,0,0,36.0,42,0,0
17234.0,UNİ-MAVİ,4902778553459,Uniball UB-177 Roller Kalem Deluxe 0.7 MM Mavi,Roller Kalem,Uniball,10.54,20,12.65,,Tanımsız,0,0,19.0,57,0,0
17231.0,UNİ-SİYAH,4902778553442,Uniball UB-177 Roller Kalem Deluxe 0.7 MM Siyah,Roller Kalem,Uniball,10.54,20,12.65,,Tanımsız,0,0,5.0,57,0,0
,372000301,4902778707555,Uniball UB-200 Roller Kalem Vision Elite Bilye Uç 0.8 MM Kırmızı,Roller Kalem,Uniball,8.69,20,10.43,,Tanımsız,0,0,8.0,57,0,0
,372000300,4902778707548,Uniball UB-200 Roller Kalem Vision Elite Bilye Uç 0.8 MM Mavi,Roller Kalem,Uniball,8.69,20,10.43,,Tanımsız,0,0,34.0,57,0,0
,372000297,,Uniball UB-200 Roller Kalem Vision Elite Bilye Uç 0.8 MM Siyah,Roller Kalem,Uniball,8.69,20,10.43,,Tanımsız,0,0,28.0,57,0,0
,84377,4902778125953,Uniball UBA-185S Roller Kalem Eye Needle 0.5 Kırmızı,Roller Kalem,Uniball,21.77,20,26.12,,Tanımsız,0,0,6.0,57,0,0
,84376,4902778125946,Uniball UBA-185S Roller Kalem Eye Needle 0.5 Mavi,Roller Kalem,Uniball,21.77,20,26.12,,Tanımsız,0,0,8.0,57,0,0
,84375,4902778125939,Uniball UBA-185S Roller Kalem Eye Needle 0.5 Siyah,Roller Kalem,Uniball,21.77,20,26.12,,Tanımsız,0,0,6.0,57,0,0
,372000406,4902778190524,Uniball UBA-188 Roller Kalem Air 0.7 MM Kırmızı,Roller Kalem,Uniball,6.6,20,7.92,,Tanımsız,0,0,10.0,57,0,0
,14900000000000,4902778190517,Uniball UBA-188 Roller Kalem Air 0.7 MM Mavi,Roller Kalem,Uniball,6.6,20,7.92,,Tanımsız,0,0,37.0,57,0,0
,372000380,4902778190500,Uniball UBA-188 Roller Kalem Air 0.7 MM Siyah,Roller Kalem,Uniball,6.6,20,7.92,,Tanımsız,0,0,36.0,57,0,0
,3614,4902778571798,Uniball UM-100 Signo Jel Kalem 0.7 MM Kırmızı,Roller Kalem,Uniball,5.6,20,6.72,,Tanımsız,0,0,3.0,57,0,0
,3615,4902778571804,Uniball UM-100 Signo Jel Kalem 0.7 MM Mavi,Roller Kalem,Uniball,5.6,20,6.72,,Tanımsız,0,0,8.0,57,0,0
17233.0,UM-153-KRM,4902778653128,Uniball UM-153 Roller Kalem Jel Bilye Uç 1.0 MM Kırmızı,Roller Kalem,Uniball,7.46,20,8.95,,Tanımsız,0,0,6.0,56,0,0
,372000127,4902778653111,Uniball UM-153 Roller Kalem Jel Bilye Uç 1.0 MM Mavi,Roller Kalem,Uniball,14.5,20,17.4,,Tanımsız,0,0,,,0,0
17220.0,UM-153-SYH,4902778653104,Uniball UM-153 Roller Kalem Jel Bilye Uç 1.0 MM Siyah,Roller Kalem,Uniball,2.72,20,3.26,,Tanımsız,0,0,38.0,56,0,0
,372000027,4902778653173,Uniball UM-153 Roller Kalem Yedeği Mavi,Roller Kalem,Uniball,4.62,20,5.54,,Tanımsız,0,0,71.0,56,0,0
,372000026,4902778653166,Uniball UM-153 Roller Kalem Yedeği Siyah,Roller Kalem,Uniball,4.62,20,5.54,,Tanımsız,0,0,12.0,56,0,0
17210.0,UMN-207K,4902778762653,Uniball UMN-207 Signo Mekanik Jel Kalem 0.7 MM Kırmızı,Roller Kalem,Uniball,9.91,20,11.89,,Tanımsız,0,0,128.0,56,0,0
17203.0,UMN-207M,4902778762646,Uniball UMN-207 Signo Mekanik Jel Kalem 0.7 MM Mavi,Roller Kalem,Uniball,9.91,20,11.89,,Tanımsız,0,0,24.0,56,0,0
17205.0,UMN-207,4902778762639,Uniball UMN-207 Signo Mekanik Jel Kalem 0.7 MM Siyah,Roller Kalem,Uniball,9.91,20,11.89,,Tanımsız,0,0,239.0,56,0,0
17207.0,UMN-207BS,4902778140680,Uniball UMN-207 Signo Mekanik Jel Kalem 1.0 MM Bold MAVİ,Roller Kalem,Uniball,9.91,20,11.89,,Tanımsız,0,0,36.0,56,0,0
17243.0,SV-XBRGELY0.7-03,8680869445024,Serve Xberry Jel Kalem Yuvarlak Uç 0.7 mm Mavi,Roller Kalem,Serve,,20,,,Tanımsız,0,0,19.0,58,0,0
17250.0,SV-XBRGELI0.5-01,8680869446007,Serve Xberry Jel Kalem İğne Uç 0.5 mm Siyah,Roller Kalem,Serve,,20,,,Tanımsız,0,0,12.0,58,0,0
17251.0,SV-XBRGELI0.5-02,8680869446014,Serve Xberry Jel Kalem İğne Uç 0.5 mm Kırmızı,Roller Kalem,Serve,,20,,,Tanımsız,0,0,12.0,58,0,0
17252.0,SV-XBRGELY0.7-01,8680869445000,Serve Xberry Jel Kalem Yuvarlak Uç 0.7 mm Siyah,Roller Kalem,Serve,,20,,,Tanımsız,0,0,12.0,58,0,0
17253.0,SV-XBRGELY0.7-02,8680869445017,Serve Xberry Jel Kalem Yuvarlak Uç 0.7 mm Kırmızı,Roller Kalem,Serve,,20,,,Tanımsız,0,0,12.0,58,0,0
,,8690187352454,Scrikss 78 DK Tükenmez Kalem Gri,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,3.0,55,0,0
17274.0,SCS-78,8690187352423,Scrikss 78 DK Tükenmez Kalem Siyah,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,2.0,55,0,0
16744.0,S5815,8693238000632,Sırdaş Tarih Kaşesi Otomatik,Kaşe,Sırdaş,,20,,,Tanımsız,0,0,,,0,0
16743.0,SI910,,Sırdaş Kaşe,Kaşe,Sırdaş,,20,,,Tanımsız,0,0,,,0,0
16745.0,TRD9512,,Trodat Cep Kaşe P4 Siyah 47x18 mm,Kaşe,Sırdaş,,20,,,Tanımsız,0,0,,,0,0
17204.0,SCS-104,8690187388194,Scrikss PI8 Roller Kalem 0.7 mm Kırmızı,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,185.0,53,0,0
17202.0,SCS-103,8690187388187,Scrikss PI8 Roller Kalem 0.7 mm Siyah,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,119.0,53,0,0
,,8681241188546,Faber Castell Üçgen Mercanlı Kurşun Kalem 12'li - Yeşil,Kurşun Kalem,Faber Castell,,20,,,Tanımsız,0,0,48.0,42,0,0
,,8681241383248,Adel Galaksi Kurşun Kalem,Kurşun Kalem,Adel,,20,,,Tanımsız,0,0,72.0,42,0,0
17276.0,SCS-800-1,8690187382055,Scrikss Roller Kalem Gri Kristal Kutu,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,1.0,66,0,0
17277.0,SCS-802,,Scrikss Roller Kalem Karnaval Kırmızı Kristal Kutu,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,,,0,0
17214.0,BM3112-SCH,4004675098597,Schneider Roller Kalem One Business 0.6 MM Mavi,Roller Kalem,Schneider,,20,,,Tanımsız,0,0,81.0,57,0,0
17226.0,KKI-SCH-ONE-BSNS-SYH,4004675098535,Schneider Roller Kalem One Business 0.6 MM Siyah,Roller Kalem,Schneider,,20,,,Tanımsız,0,0,33.0,57,0,0
17262.0,KKI-SCH-ONE-BSNS-KRMZ,4004675098566,Schneider Roller Kalem One Business 0.6 MM Kırmızı,Roller Kalem,Schneider,,20,,,Tanımsız,0,0,6.0,57,0,0
,2146106,3026981461064,Rotring Rollerball Roller Kalem 0.7 mm Mavi,Roller Kalem,Rotring,,20,,,Tanımsız,0,0,223.0,58,0,0
,2146104,3026981461040,Rotring Rollerball Roller Kalem 0.7 mm Siyah,Roller Kalem,Rotring,,20,,,Tanımsız,0,0,120.0,58,0,0
17200.0,TK12803-PNS,8692404212206,Pensan My Sign Jel Kalem 1.0 Mavi,Roller Kalem,Pensan,,20,,,Tanımsız,0,0,204.0,56,0,0
,308358,8692404640474,Pensan Tükenmez Kalem My-King Jel Kalem Neon 6'lı,Roller Kalem,Pensan,,20,,,Tanımsız,0,0,23.0,65,0,0
,4640528,8692404640450,Pensan My King Simli Jel Kalem 6 Renk,Roller Kalem,Pensan,,20,,,Tanımsız,0,0,18.0,65,0,0
,,8681241188546,Faber Castell Üçgen Mercanlı Kurşun Kalem 12'li - Mavi,Kurşun Kalem,Faber Castell,,20,,,Tanımsız,0,0,93.0,42,0,0
,12277,6970777714001,Liqeo Super Smooth Gel Pen 0.7 MM Siyah,Roller Kalem,Liqeo,,20,,,Tanımsız,0,0,120.0,57,0,0
17246.0,RK3258-LIQ,6970777712168,Liqeo Roller Kalem 07 Kırmızı,Roller Kalem,Liqeo,,20,,,Tanımsız,0,0,13.0,57,0,0
17259.0,RK3260-LIQ,6970777712144,Liqeo Roller Kalem 07 Siyah,Roller Kalem,Liqeo,,20,,,Tanımsız,0,0,11.0,57,0,0
17261.0,RK3259-LIQ,6970777712182,Liqeo Roller Kalem 07 Mavi,Roller Kalem,Liqeo,,20,,,Tanımsız,0,0,9.0,57,0,0
,,8681241386607,Faber Castel Şövalye Kurşun Kalem Renkli,Kurşun Kalem,Faber Castell,,20,,,Tanımsız,0,0,144.0,42,0,0
16864.0,FBR-KK-UCG,8681241188584,Faber Castell Üçgen Mercanlı Kurşun Kalem 12'li - Gümüş,Kurşun Kalem,Faber Castell,18.82,20,22.58,,Tanımsız,0,0,84.0,42,0,0
17255.0,IK3181-KRF,8680454914157,Kraf İmza Kalem 1.0 Mm Kırmızı 305g,Roller Kalem,Kraf,,20,,,Tanımsız,0,0,28.0,56,0,0
17256.0,IK3183-KRF,8680454914072,Kraf İmza Kalem 1.0 Mm Siyah 305g,Roller Kalem,Kraf,,20,,,Tanımsız,0,0,23.0,56,0,0
17257.0,RK3244-KRF,8680454914034,Kraf Roller Kalem 0.7 mm Kırmızı 300G,Roller Kalem,Kraf,,20,,,Tanımsız,0,0,14.0,56,0,0
17271.0,SCS-800-M,8690187382000,Scrikss Roller Kalem Krom Kristal Kutu,Roller Kalem,Scrikss,,20,,,Tanımsız,0,0,2.0,66,0,0
17222.0,FBC-IRK-5405-KRM,6933256612502,Faber Castell 0.5 mm İğne Uçlu Roller Kalem Kırmızı 5405,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,34.0,56,0,0
17215.0,FBC-IRK-5405-MV,6933256612519,Faber Castell 0.5 mm İğne Uçlu Roller Kalem Mavi 5405,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,74.0,56,0,0
17221.0,FBC-IRK-5405-SYH,6933256612533,Faber Castell 0.5 mm İğne Uçlu Roller Kalem Siyah 5405,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,46.0,56,0,0
17235.0,FBC8503,4005403485030,Faber Castell Free Ink Roller Kalem 0.5 mm Kırmızı,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,24.0,56,0,0
17223.0,FBC8501,4005403485016,Faber Castell Free Ink Roller Kalem 0.5 mm Mavi,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,42.0,56,0,0
17228.0,FBC8502,4005403485023,Faber Castell Free Ink Roller Kalem 0.5 mm Siyah,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,34.0,56,0,0
17225.0,FBC8121,4005403481216,Faber Castell Free Ink Roller Kalem 0.7 mm Kırmızı,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,36.0,56,0,0
17216.0,FBC8151,4005403481513,Faber Castell Free Ink Roller Kalem 0.7 mm Mavi,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,55.0,56,0,0
17237.0,FBC8199,4005403481995,Faber Castell Free Ink Roller Kalem 0.7 mm Siyah,Roller Kalem,Faber Castell,,20,,,Tanımsız,0,0,23.0,56,0,0
17213.0,AIH-REF,6920930309803,Aihao Metal Parker Refil Mavi,Roller Kalem,Aihao,,20,,,Tanımsız,0,0,100.0,56,0,0
17247.0,KR-AHO-MV,8697433852331,Aihao Roller Kalem Bilye Uç 0.5 mm Mavi,Roller Kalem,Aihao,,20,,,Tanımsız,0,0,12.0,57,0,0
17265.0,KR-AHO-KRMZ,8697433852348,Aihao Roller Kalem Bilye Uç 0.5 Mm Kırmızı,Roller Kalem,Aihao,,20,,,Tanımsız,0,0,6.0,57,0,0
17217.0,STRF-1,8803838102241,Steelpen Parker Tipi Metal Kırmızı Refil,Refil,Steelpen,,20,,,Tanımsız,0,0,60.0,56,0,0
17336.0,SCS-130,4007817960042,Staedtler 20 Gr Noris Stick Yapıştırıcı,Stick Yapıştırıcı,Scrikss,,20,,,Tanımsız,0,0,37.0,15-16,0,0
17240.0,PEREF01,8692404213128,Pensan My Sign Jel Roller Kalem Yedeği,Refil,Pensan,,20,,,Tanımsız,0,0,19.0,56,0,0
17191.0,MAS-32,8691217030502,Mas Raptiye Pirinç Kaplama 305,Raptiye,Mas,,20,,,Tanımsız,0,0,66.0,2014-11-01 00:00:00,0,0
,118236,8691217034807,Mas 348 Maşa Raptiye NO:9 38 mm,Raptiye,Mas,,20,,,Tanımsız,0,0,36.0,14,0,0
17192.0,M0310,8691217031028,Mas Renkli Raptiye PVC Kaplı Karışık Renk 310,Raptiye,Mas,,20,,,Tanımsız,0,0,174.0,11,0,0
17198.0,MAS-43,8691217035200,Mas 352 Maşa Raptiye NO:15 75 mm,Raptiye,Mas,,20,,,Tanımsız,0,0,28.0,2014-11-01 00:00:00,0,0
17199.0,MAS-42,8691217035002,Mas 350 Maşa Raptiye NO:13 51 mm,Raptiye,Mas,,20,,,Tanımsız,0,0,48.0,2014-11-01 00:00:00,0,0
17194.0,MAS-37,8691217031004,Mas Raptiye Pvc Kaplı Renkli 310 Sarı,Raptiye,Mas,,20,,,Tanımsız,0,0,6.0,14,0,0
17197.0,MAS-34,8691217031004,Mas Raptiye Pvc Kaplı Renkli 310 Yeşil,Raptiye,Mas,,20,,,Tanımsız,0,0,7.0,14,0,0
17196.0,MAS-36,8691217031004,Mas Raptiye Pvc Kaplı Renkli 310 Beyaz,Raptiye,Mas,,20,,,Tanımsız,0,0,6.0,14,0,0
17195.0,MAS-35,8691217031004,Mas Raptiye Pvc Kaplı Renkli 310 Mavi,Raptiye,Mas,,20,,,Tanımsız,0,0,6.0,14,0,0
,,8690216120122,Fatih Kurşun Kalem Mercanlı Köşeli 12'li,Kurşun Kalem,Fatih,,20,,,Tanımsız,0,0,228.0,42,0,0
,11516,8691474956058,Esselte A4 Standart Poşet Dosya 100'lü,Poşet Dosya,Esselte,,20,,,Tanımsız,0,0,17.0,,0,0
,,8694340089874,Temat Eco A4 Poşet Dosya 100'lü,Poşet Dosya,Temat,,20,,,Tanımsız,0,0,29.0,,0,0
17183.0,PST-LTZ-A4,8691474831805,Leitz A4 Poşet Dosya 100'Lü,Poşet Dosya,Leitz,,20,,,Tanımsız,0,0,1.0,,0,0
17186.0,PD3161-NOK,8693245571002,Noki A4 XL Poşet Dosya 100'lü,Poşet Dosya,Noki,,20,,,Tanımsız,0,0,115.0,,0,0
17185.0,PD3160-NOK,8693245123201,Noki A4 Eco Poşet Dosya 100'Lü,Poşet Dosya,Noki,,20,,,Tanımsız,0,0,713.0,,0,0
,94239,8693245010723,Noki Poşet Dosya A3 25'li Paket Dikey,Poşet Dosya,Noki,,20,,,Tanımsız,0,0,17.0,,0,0
,113943,8693245007211,Noki Poşet Dosya Renkli Kenarlı 25'li,Poşet Dosya,Noki,,20,,,Tanımsız,0,0,11.0,,0,0
,264021022,8691474831782,Leitz A4 Poşet Dosya 25'li,Poşet Dosya,Leitz,,20,,,Tanımsız,0,0,125.0,,0,0
17189.0,PD3157-CAS,8699432728617,Cassa Standart Poşet Dosya,Poşet Dosya,Cassa,,20,,,Tanımsız,0,0,90.0,,0,0
,40091010580,8690830974750,Mopak Termal Pos Rulosu 52 G 56 mmx16 m 10'lu,Pos Rulo,Mopak,,20,,,Tanımsız,0,0,343.0,B2Z,0,0
,130185,8680454910241,Kraf Pos Rulosu Termal 56mm X 16m / 10 Adet,Pos Rulo,Kraf,,20,,,Tanımsız,0,0,47.0,B2Z,0,0
,130191,8680454910364,Kraf Termal Rulo 80mm X 40m / 10 Adet,Pos Rulo,Kraf,,20,,,Tanımsız,0,0,4.0,B2Z,0,0
,1301911,8680454910340,Kraf Termal Rulo 80mm X 30mm,Pos Rulo,Kraf,,20,,,Tanımsız,0,0,5.0,B2Z,0,0
,9357,4008496525072,Varta Longlife Alkaline AAA İnce Kalem Pil x 4 Adet,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,9356,4008496525157,Varta Longlife Alkaline AA Kalem Pil x 4 Adet,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,9354,4008496559596,Varta Longlife Power Alkaline AA Kalem Pil x 8 Adet,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,9355,4008496573820,Varta Longlife Power Alkaline AAA İnce Kalem Pil x 8 Adet,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,9353,4008496559749,Varta Longlife Power Alkaline AAA İnce Kalem Pil x 4 Adet,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,9352,4008496559435,Varta Longlife Power Alkaline AA Kalem Pil x 4 Adet,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,93563,,Varta V13GA Düğme Pil Tekli,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,93562,,Varta CR2032 Lityum Pil İkili 3V,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,93564,,Varta Superlife Çinko Pil 9V,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,1220,,Varta Şarj Edilebilir AA Pil 2100mAh 1.2V 2'li,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,1213,,Varta Şarj Edilebilir AAA Pil 800mAh 1.2V 2'li,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,93566,,Varta Superlife Çinko Pil D Büyük Boy,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,1682,,Varta Mini Şarj Aleti,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,93565,,Varta Superlife Çinko Pil C Orta Boy,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
,1700,,Varta Plug Şarj Aleti,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
17162.0,123A-1,,Varta CR123A Tekli Pil,Piller,Varta,,20,,,Tanımsız,0,0,,,0,0
17160.0,PIL-ENRGZR-AAA,,Energizer Alkaline İnce Kalem Pil (AAA) 4'lü,Piller,Energizer,,20,,,Tanımsız,0,0,,,0,0
17161.0,PIL-ENRGZR-AA,,Energizer Alkaline Kalem Pil (AA) 4'lü,Piller,Energizer,,20,,,Tanımsız,0,0,,,0,0
,146239,5000394150898,Duracell 2450 Düğme Pil 3V Tekli,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,209479,5000394035768,Duracell LR44 Pil 1.5V 2'li,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
17153.0,MG-PILLER-DRC-2AAA,5000394203235,Duracell Alkaline AAA İnce Kalem Pil 1.5 V 2 Adet,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
17152.0,MG-PILLER-DRC-2AA,5000394203174,Duracell Alkaline AA Kalem Pil 1.5 V 2 Adet,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,209480,5000394203921,Duracell Düğme Pil 2032 3V 5'li,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,76747,5000394076747,Duracell LR14 Pil Orta Boy 2'li,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,1462399,5000394030398,Duracell 2430 Düğme Pil 3V Tekli,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
17151.0,MG-PILLER-DRC-9V,5000394077201,Duracell Alkalin 9V Pil Tekli,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
17159.0,MG-SARJLI-DRC-2AA,5000394107977,Duracell Şarj Edilebilir AA Pil 2500 Mah 1.2V 2'li,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,82103,5000394203921,Duracell Düğme Pil 2032 3V 2'li,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,198494,5000394132306,Duracell Düğme Pil 2025 3V 5'li,Piller,Duracell,,20,,,Tanımsız,0,0,,,0,0
,5018354,8693245018354,Noki Permanent Marker Kesik Uç Siyah,Permanent Kalem,Noki,,20,,,Tanımsız,0,0,39.0,51,0,0
,5018293,8693245018293,Noki Permanent Marker Kesik Uç Kırmızı,Permanent Kalem,Noki,,20,,,Tanımsız,0,0,87.0,51,0,0
16773.0,SCH-187,4004675109187,Schneider Fiber Uçlu Kalem 16'lı 0.4 MM,Keçeli Kalem,Schneider,,20,,,Tanımsız,0,0,0.0,,0,0
,6408,8691217640879,Mas Master Permanent Kesik Uç Siyah,Permanent Kalem,Mas,,20,,,Tanımsız,0,0,0.0,51,0,0
,6414,8691217640626,Mas Master Permanent Yuvarlak Uç Mavi,Permanent Kalem,Mas,,20,,,Tanımsız,0,0,0.0,51,0,0
,6406,8691217640619,Mas Master Permanent Yuvarlak Uç Siyah,Permanent Kalem,Mas,,20,,,Tanımsız,0,0,182.0,51,0,0
,6413,8691217640831,Mas Master Permanent Kesik Uç Kırmızı,Permanent Kalem,Mas,,20,,,Tanımsız,0,0,72.0,51,0,0
,130060,8692404901513,Pensan Keçeli Kalem 3003 Siyah,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,,,0,0
,,8690216331122,Fatih 12 Renk Kuru Boya,Kuru Boya,Fatih,,20,,,Tanımsız,0,0,5.0,34,0,0
,902384,9023800209030,Kores Permanent Maker 6 'lı Kesik Uç,Permanent Kalem,kores,,20,,,Tanımsız,0,0,103.0,38,0,0
,902381,9023800214621,Kores Fırçla Uçlu Kalem Pastel 6'lı,Permanent Kalem,kores,,20,,,Tanımsız,0,0,9.0,39,0,0
,902380,9023800214614,Kores Fırçla Uçlu Kalem Metalik 6'lı,Permanent Kalem,kores,,20,,,Tanımsız,0,0,4.0,39,0,0
,902386,9023800209337,Kores Permanent Maker Mavi Yuvarlak Uç,Permanent Kalem,kores,,20,,,Tanımsız,0,0,59.0,51,0,0
